"index";"Company";"TypeName";"Inches";"screen_size";"Resolution_width";"Resolution_height";"IPS_panel";"Touchscreen";"Cpu_brand";"Cpu_name";"Cpu_speed";"Ram";"Memory_type";"Primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"Price";"ppi"
153;"Dell";"2 in 1 Convertible";15.6;"medium";1920;1080;0;1;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Intel";" UHD Graphics 620";"window";1.56;68838;141
154;"Toshiba";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.20";4;"HDD";"500";"0";"Intel";" HD Graphics 520";"window";2.1;47899;100
155;"Asus";"Notebook";15.6;"medium";1366;768;0;0;"AMD";"A9-Series 9420";"3.00";4;"HDD";"1024";"0";"AMD";" Radeon R5 M420";"window";2.03;31382;100
156;"Acer";"Notebook";17.3;"large";1920;1080;1;0;"Intel";"Core i5";"1.60";4;"SSD";"256";"0";"Nvidia";" GeForce MX150";"window";3.0;20779;127
157;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"AMD";" Radeon 520";"window";2.13;30636;141
158;"Lenovo";"Gaming";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.80";16;"SSD";"256";"0";"Nvidia";" GeForce GTX 1050 Ti";"window";2.5;207259;141
159;"Acer";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.10";4;"HDD";"1024";"0";"Intel";" HD Graphics 500";"window";2.1;45075;100
160;"MSI";"Gaming";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1060";"window";2.4;31382;141
161;"Acer";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Pentium Quad";"1.10";4;"HDD";"1024";"0";"Intel";" HD Graphics 505";"window";2.1;53227;100
162;"Dell";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 1050";"window";2.56;67559;141
163;"Acer";"Notebook";17.3;"large";1920;1080;1;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Nvidia";" GeForce MX150";"window";3.0;60952;127
164;"HP";"Notebook";13.3;"small";1920;1080;1;0;"Intel";"Core i5";"1.60";4;"HDD";"500";"0";"Intel";" UHD Graphics 620";"window";1.49;14651;166
165;"Huawei";"Ultrabook";13.0;"small";2160;1440;1;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.05;60886;200
166;"HP";"Notebook";17.3;"large";1920;1080;1;0;"Intel";"Core i5";"2.50";6;"HDD";"2048";"0";"AMD";" Radeon 520";"window";2.71;58288;127
167;"Lenovo";"Notebook";15.6;"medium";1366;768;0;0;"AMD";"A6-Series 9220";"2.90";4;"HDD";"500";"0";"AMD";" Radeon R4 Graphics";"N/A";2.2;14647;100
168;"Toshiba";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.40";4;"HDD";"500";"0";"Intel";" HD Graphics 620";"window";5.4;47899;100
169;"HP";"Notebook";17.3;"large";1920;1080;0;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Nvidia";" GeForce 930MX";"window";2.5;48059;127
170;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.40";8;"HDD";"1024";"0";"Intel";" HD Graphics 620";"window";2.3;38148;100
171;"Acer";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.00";4;"SSD";"128";"0";"Intel";" HD Graphics 520";"window";2.1;35112;100
172;"MSI";"Gaming";18.4;"large";1920;1080;0;0;"Intel";"Core i7";"2.90";32;"Hybrid";"512";"1024";"Nvidia";" GTX 980 SLI";"window";4.4;111835;120
173;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"Hybrid";"128";"1024";"AMD";" R17M-M1-70";"window";1.9;15558;141
174;"HP";"2 in 1 Convertible";13.3;"small";3840;2160;1;1;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";" UHD Graphics 620";"window";1.29;84129;331
175;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"1.80";16;"Hybrid";"256";"2048";"AMD";" Radeon 530";"linux";2.02;60153;141
176;"Dell";"Ultrabook";13.3;"small";1920;1080;0;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";" UHD Graphics 620";"window";1.23;29251;166
177;"Lenovo";"2 in 1 Convertible";13.9;"small";3840;2160;1;1;"Intel";"Core i7";"1.80";16;"SSD";"512";"0";"Intel";" UHD Graphics 620";"window";1.4;14865;317
178;"Toshiba";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.50";8;"SSD";"128";"0";"Intel";" HD Graphics 620";"window";2.0;55939;100
179;"Xiaomi";"Notebook";15.6;"medium";1920;1080;1;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Nvidia";" GeForce MX150";"N/A";1.95;85672;141
180;"Dell";"Notebook";17.3;"large";1920;1080;0;1;"Intel";"Core i7";"1.80";16;"SSD";"512";"0";"Nvidia";" GeForce 150MX";"window";2.77;19980;127
181;"Dell";"Notebook";15.6;"medium";3840;2160;0;1;"Intel";"Core i7";"2.80";16;"SSD";"512";"0";"Nvidia";" GeForce GTX 1050";"window";2.06;71129;282
182;"Lenovo";"Gaming";15.6;"medium";1920;1080;1;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";" GeForce GTX 1050";"N/A";2.4;35325;141
183;"Acer";"Ultrabook";13.3;"small";1920;1080;1;0;"Intel";"Core i5";"1.20";8;"SSD";"256";"0";"Intel";" HD Graphics 615";"window";1.12;140606;166
184;"Dell";"Notebook";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"1.80";8;"Hybrid";"128";"1024";"AMD";" Radeon 530";"window";2.8;69477;127
185;"Vero";"Notebook";14.0;"medium";1920;1080;1;0;"Intel";"Celeron Dual";"1.10";4;"Flash Storage";"32";"0";"Intel";" HD Graphics 500";"window";1.3;63883;157
186;"Xiaomi";"Ultrabook";13.3;"small";1920;1080;1;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";" GeForce MX150";"N/A";1.3;75072;166
187;"Lenovo";"Notebook";17.3;"large";1600;900;0;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Nvidia";" GeForce MX150";"N/A";2.8;50243;106
188;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;1;1;"Intel";"Core i7";"1.80";8;"HDD";"1024";"0";"Intel";" UHD Graphics 620";"window";1.62;92615;166
189;"HP";"Notebook";17.3;"large";1920;1080;1;0;"Intel";"Core i5";"1.60";8;"HDD";"1024";"0";"Nvidia";" GeForce 930MX";"window";2.5;74752;127
190;"Razer";"Gaming";17.3;"large";3840;2160;0;1;"Intel";"Core i7";"2.90";32;"SSD";"1024";"0";"Nvidia";" GeForce GTX 1080";"window";3.49;51730;255
191;"HP";"Notebook";13.3;"small";1920;1080;0;0;"Intel";"Core i5";"1.60";8;"SSD";"512";"0";"Intel";" UHD Graphics 620";"window";1.49;71076;166
192;"HP";"Gaming";17.3;"large";1920;1080;1;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1050";"window";3.35;17156;127
193;"HP";"Notebook";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Nvidia";" GeForce 930MX ";"window";2.5;23923;127
194;"Dell";"Gaming";15.6;"medium";3840;2160;1;0;"Intel";"Core i7";"2.80";16;"Hybrid";"512";"1024";"Nvidia";" GeForce GTX 1060";"window";2.65;53227;282
195;"Lenovo";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.30";4;"SSD";"128";"0";"Intel";" HD Graphics 520";"window";2.1;29697;100
196;"Asus";"Notebook";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"1.80";8;"Hybrid";"128";"1024";"Nvidia";" GeForce 150MX";"window";2.1;76031;127
197;"Acer";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.70";8;"HDD";"1024";"0";"Nvidia";" GeForce 940MX";"window";2.23;23390;141
198;"Lenovo";"Gaming";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.80";16;"Hybrid";"512";"1024";"Nvidia";" GeForce GTX 1060";"window";3.2;50350;141
199;"Dell";"Workstation";15.6;"medium";3840;2160;0;0;"Intel";"Xeon E3-1505M";"3.00";16;"Hybrid";"256";"1024";"Nvidia";" Quadro M1200";"window";2.8;38308;282
200;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"SSD";"512";"0";"Nvidia";" GeForce GTX 1060";"N/A";2.4;34046;141
201;"Dell";"Notebook";15.6;"medium";1366;768;0;1;"Intel";"Core i3";"2.40";6;"HDD";"1024";"0";"Intel";" HD Graphics 620";"window";2.3;106507;100
202;"Dell";"Ultrabook";13.3;"small";3840;2160;1;1;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Intel";" UHD Graphics 620";"window";1.21;26587;331
203;"Dell";"Ultrabook";13.3;"small";1920;1080;0;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Intel";" UHD Graphics 620";"window";0.0;20726;166
204;"Acer";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";8;"HDD";"1024";"0";"Nvidia";" GeForce GTX 1050";"linux";2.4;15931;141
205;"Asus";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1050";"window";2.9;57809;127
206;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";" HD Graphics 520";"N/A";2.1;14332;141
207;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"N/A";2.2;43104;141
208;"Huawei";"Ultrabook";13.0;"small";2160;1440;1;0;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"Intel";" HD Graphics 620";"window";1.05;53813;200
209;"Dell";"Ultrabook";13.3;"small";1920;1080;1;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"AMD";" Radeon 530";"window";1.4;47899;166
210;"Asus";"Notebook";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.70";8;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 950M";"N/A";2.69;93240;127
211;"Lenovo";"Notebook";17.3;"large";1600;900;0;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Nvidia";" GeForce GTX 940MX";"N/A";2.8;31915;106
212;"HP";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Nvidia";" GeForce 930MX";"window";1.63;58555;157
213;"Dell";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";" GeForce GTX 1050";"window";2.56;22697;141
214;"Lenovo";"2 in 1 Convertible";13.9;"small";1920;1080;1;1;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.38;130270;158
215;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"1.80";8;"Hybrid";"128";"2048";"AMD";" Radeon 530";"window";2.2;117163;141
216;"HP";"Notebook";15.6;"medium";1366;768;0;1;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Intel";" HD Graphics 620";"window";2.04;130483;100
217;"Asus";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.90";16;"SSD";"256";"0";"Nvidia";" GeForce GTX 1080";"window";3.6;26054;127
218;"HP";"Notebook";13.3;"small";1920;1080;1;0;"Intel";"Core i5";"1.60";4;"HDD";"500";"0";"Intel";" UHD Graphics 620";"window";1.49;90310;166
219;"Apple";"Ultrabook";13.3;"small";2560;1600;1;0;"Intel";"Core i5";"3.10";8;"SSD";"512";"0";"Intel";" Iris Plus Graphics 650";"macos";1.37;46301;227
220;"Dell";"2 in 1 Convertible";15.6;"medium";1920;1080;1;1;"Intel";"Core i7";"1.80";8;"HDD";"1024";"0";"Intel";" UHD Graphics 620";"window";2.08;18488;141
221;"Asus";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 980M";"window";4.3;26053;127
222;"Dell";"Ultrabook";14.0;"medium";1920;1080;0;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";" UHD Graphics 620";"window";1.6;117163;157
223;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;0;1;"Intel";"Core i7";"1.80";16;"SSD";"512";"0";"Intel";" UHD Graphics 620";"window";1.62;29464;166
224;"Asus";"Notebook";15.6;"medium";1366;768;0;0;"AMD";"A9-Series 9420";"3.00";4;"HDD";"1024";"0";"AMD";" Radeon R5 M420";"window";1.68;126913;100
225;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"AMD";" Radeon 520";"linux";2.2;16464;141
226;"Lenovo";"2 in 1 Convertible";14.0;"medium";1920;1080;1;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";" UHD Graphics 620";"window";1.74;15238;157
227;"Lenovo";"2 in 1 Convertible";13.9;"small";1920;1080;1;1;"Intel";"Core i7";"1.80";8;"SSD";"512";"0";"Intel";" UHD Graphics 620";"window";1.37;29784;158
228;"Acer";"Notebook";17.3;"large";1920;1080;1;0;"Intel";"Core i3";"2.70";4;"SSD";"256";"0";"Nvidia";" GeForce MX130";"window";3.0;45075;127
229;"Toshiba";"Ultrabook";13.3;"small";1920;1080;0;0;"Intel";"Core i7";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 520";"window";1.2;27652;166
230;"Dell";"Ultrabook";13.3;"small";1920;1080;0;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";" UHD Graphics 620";"window";1.41;39907;166
231;"HP";"Notebook";15.6;"medium";1366;768;0;0;"AMD";"A6-Series A6-9220";"2.50";8;"SSD";"128";"0";"AMD";" Radeon R4 Graphics";"window";1.91;63456;100
232;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"1.60";8;"HDD";"1024";"0";"Intel";" UHD Graphics 620";"window";2.1;76137;141
233;"HP";"Notebook";17.3;"large";1920;1080;1;0;"Intel";"Core i7";"1.80";16;"HDD";"1024";"0";"Nvidia";" GeForce MX150";"window";2.9;21498;127
234;"Dell";"Gaming";17.3;"large";1920;1080;1;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1060";"window";4.42;18595;127
235;"Acer";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Nvidia";" GeForce 940MX";"window";2.2;58555;141
236;"MSI";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"Hybrid";"512";"1024";"Nvidia";" GeForce GTX 1070";"window";4.14;62817;127
237;"Dell";"Notebook";15.6;"medium";1920;1080;0;1;"Intel";"Core i7";"2.70";16;"HDD";"1024";"0";"AMD";" Radeon R7 M445";"window";2.3;23539;141
238;"Asus";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";" GeForce 920MX ";"window";2.0;88178;141
239;"Lenovo";"2 in 1 Convertible";15.6;"medium";1920;1080;1;1;"Intel";"Core i7";"2.80";8;"SSD";"512";"0";"Nvidia";" GeForce GTX 1050M";"window";2.0;106187;141
240;"Dell";"Notebook";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"1.80";8;"Hybrid";"128";"1024";"AMD";" Radeon 530";"window";2.8;58555;127
241;"Asus";"Notebook";17.3;"large";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"Hybrid";"256";"500";"Nvidia";" GeForce GTX 950M";"window";2.69;54758;127
242;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i3";"2.00";4;"SSD";"256";"0";"Intel";" HD Graphics 520";"N/A";2.2;93181;141
243;"HP";"Notebook";15.6;"medium";1920;1080;1;0;"Intel";"Core i5";"1.60";4;"HDD";"500";"0";"Intel";" HD Graphics 620";"window";2.1;137942;141
244;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";4;"HDD";"1024";"0";"Intel";" HD Graphics 620";"window";2.18;121585;141
245;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.70";8;"HDD";"1024";"0";"AMD";" FirePro W4190M ";"window";1.9;31382;141
246;"Asus";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.40";4;"HDD";"1024";"0";"Intel";" HD Graphics 620";"window";2.37;29251;100
247;"HP";"Notebook";15.6;"medium";1366;768;0;0;"AMD";"E-Series 9000e";"1.50";4;"HDD";"500";"0";"AMD";" Radeon R2";"window";2.1;105228;100
248;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"AMD";" Radeon R5 M430";"window";2.24;81732;141
249;"Lenovo";"Gaming";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1060";"window";3.2;72940;141
250;"Dell";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.6;71662;157
251;"Dell";"2 in 1 Convertible";15.6;"medium";1920;1080;0;1;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";" UHD Graphics 620";"window";2.67;113753;141
252;"Asus";"2 in 1 Convertible";13.3;"small";1920;1080;0;1;"Intel";"Core i7";"1.80";8;"SSD";"512";"512";"Intel";" UHD Graphics 620";"window";4.1;52161;166
253;"Acer";"2 in 1 Convertible";13.3;"small";1920;1080;1;1;"Intel";"Core i5";"2.30";8;"SSD";"256";"0";"Intel";" HD Graphics 520";"window";1.6;133680;166
254;"HP";"Notebook";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"1.80";8;"HDD";"1024";"0";"Nvidia";" GeForce 930MX ";"window";2.5;25521;127
255;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Intel";" UHD Graphics 620";"window";2.05;55358;141
256;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.70";16;"SSD";"256";"0";"AMD";" Radeon R7 M445";"linux";2.36;84768;141
257;"Apple";"Ultrabook";13.3;"small";2560;1600;1;0;"Intel";"Core i5";"2.90";8;"SSD";"512";"0";"Intel";" Iris Graphics 550";"macos";1.37;109011;227
258;"Acer";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"Intel";" HD Graphics 520";"linux";2.1;52694;100
259;"Asus";"Gaming";17.3;"large";1920;1080;0;0;"AMD";"Ryzen 1700";"3.00";16;"Hybrid";"256";"1024";"AMD";" Radeon RX 580";"window";3.2;95851;127
260;"Asus";"Notebook";15.6;"medium";1920;1080;0;0;"AMD";"A10-Series A10-9620P";"2.50";4;"Hybrid";"128";"1024";"AMD";" Radeon R5 M430";"window";2.2;34094;141
261;"Asus";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.90";32;"Hybrid";"512";"1024";"Nvidia";" GeForce GTX 1080";"window";4.7;36976;127
262;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"AMD";" Radeon 520";"linux";2.14;28984;141
263;"Acer";"Gaming";15.6;"medium";1920;1080;1;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";" GeForce GTX 1050";"window";2.5;23177;141
264;"Lenovo";"2 in 1 Convertible";14.0;"medium";2560;1440;0;1;"Intel";"Core i7";"2.60";16;"SSD";"512";"0";"Intel";" HD Graphics 520";"window";1.36;39907;210
265;"Toshiba";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i7";"2.50";8;"HDD";"500";"0";"Nvidia";" GeForce 930M";"window";2.2;42571;100
266;"Lenovo";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.00";8;"SSD";"128";"0";"Intel";" HD Graphics 520";"window";7.2;111355;100
267;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i7";"2.70";12;"HDD";"1024";"0";"Intel";" HD Graphics 620";"window";2.3;16197;100
268;"Dell";"Notebook";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"1.80";8;"Hybrid";"128";"1024";"AMD";" Radeon 530";"linux";2.8;24988;127
269;"Acer";"Notebook";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"1.80";8;"HDD";"1024";"0";"Nvidia";" GeForce MX130";"window";2.2;40440;141
270;"Lenovo";"Notebook";17.3;"large";1600;900;0;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"Intel";" HD Graphics 520";"window";2.8;90523;106
271;"Lenovo";"Notebook";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"1.80";8;"HDD";"2048";"0";"Nvidia";" GeForce MX150";"N/A";2.8;98994;127
272;"Lenovo";"Notebook";17.3;"large";1600;900;0;0;"Intel";"Core i7";"2.70";6;"Hybrid";"128";"1024";"Nvidia";" GeForce 940MX";"window";2.8;106507;106
273;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"AMD";" Radeon R5 M430";"linux";2.25;61485;141
274;"Asus";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";" GeForce GTX 1050";"window";2.5;67932;141
275;"Lenovo";"Gaming";15.6;"medium";1920;1080;1;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";" GeForce GTX 1050";"window";2.5;98134;141
276;"HP";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Core i5";"2.60";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.48;69211;157
277;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";6;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";2.2;39427;141
278;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.84;72674;141
279;"Acer";"Notebook";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Nvidia";" GeForce MX150";"window";3.0;71875;141
280;"Asus";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.10";4;"HDD";"1024";"0";"Intel";" HD Graphics 500";"linux";2.0;89084;100
281;"Acer";"Notebook";15.6;"medium";1920;1080;1;1;"Intel";"Core i7";"2.70";12;"HDD";"1024";"0";"Intel";" HD Graphics 620";"window";2.15;67239;141
282;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Nvidia";" GeForce 940MX";"window";2.0;41498;141
283;"Lenovo";"Notebook";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";" HD Graphics 630";"window";1.95;26587;141
284;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.60";4;"HDD";"500";"0";"Intel";" HD Graphics";"linux";2.2;31254;100
285;"Asus";"Ultrabook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";" GeForce 940MX";"window";1.7;65511;141
286;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;0;"AMD";"A12-Series 9720P";"3.60";12;"HDD";"2048";"0";"AMD";" Radeon 530";"window";2.2;38681;141
287;"HP";"Notebook";15.6;"medium";1920;1080;1;0;"Intel";"Core i3";"2.40";8;"HDD";"1024";"0";"Nvidia";" GeForce 930MX ";"window";2.1;49977;141
288;"Lenovo";"2 in 1 Convertible";13.9;"small";3840;2160;1;1;"Intel";"Core i7";"1.80";16;"SSD";"512";"0";"Intel";" UHD Graphics 620";"window";1.4;13261;317
289;"Lenovo";"Gaming";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1050 Ti";"window";2.5;30103;141
290;"Dell";"Ultrabook";13.3;"small";1920;1080;0;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Intel";" UHD Graphics 620";"window";1.2;144495;166
291;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.70";8;"HDD";"1024";"0";"Nvidia";" GeForce 940MX";"N/A";2.2;55891;141
292;"Lenovo";"Gaming";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"2048";"Nvidia";" GeForce GTX 1050 Ti";"window";2.4;124569;141
293;"HP";"Notebook";14.0;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.60";2;"Flash Storage";"32";"0";"Intel";" HD Graphics 400";"window";1.44;139860;112
294;"Acer";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.50";2;"SSD";"16";"0";"Intel";" HD Graphics";"chromeOS";2.19;16304;100
295;"Dell";"Ultrabook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"1.90";16;"SSD";"512";"256";"Intel";" UHD Graphics 620";"window";1.88;81465;141
296;"Asus";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.80";8;"HDD";"1024";"0";"Nvidia";" GeForce GTX 1050";"window";3.0;101179;127
297;"Asus";"2 in 1 Convertible";11.6;"small";1366;768;0;1;"Intel";"Celeron Dual";"1.10";4;"Flash Storage";"32";"0";"Intel";" HD Graphics 500";"window";1.5;60979;135
298;"HP";"Notebook";17.3;"large";1600;900;0;0;"Intel";"Core i3";"2.00";8;"HDD";"1024";"0";"Intel";" HD Graphics 520";"window";2.54;46833;106
299;"Dell";"Ultrabook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"1.60";8;"HDD";"1024";"0";"AMD";" Radeon 530";"window";0.0;95797;141
300;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.84;103896;141
301;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";" GeForce GTX 1050";"window";2.0;119827;141
302;"MSI";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 1060";"window";2.7;53919;127
303;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";" UHD Graphics 620";"window";2.05;149131;141
304;"HP";"Workstation";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";" Quadro M1200";"window";2.6;99793;141
305;"Lenovo";"Gaming";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.80";8;"HDD";"1024";"0";"Nvidia";" GeForce GTX 1060";"window";3.2;71928;141
